Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,PC1,PC2,PC3
0.222222,0.017284,0.331481,0.00949588,0.133333,0.0877778,-0.390728,0.3,0.186111,0.0629707,0.248889,0.017363,0.420465,0.00846384,0.276543,0.555556,0.248889,0.0210173,0.00833333,0,0.0428571,0.357632,0.271064,0.0265241,0.22208,1.0596,1.03342,0.0256962,0.881579,0.210526,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",5414,10,-46.4376,-16.0657,6,2.22388,-6.98073,-1.91257,0.683479
0.533333,0.0414815,0.647037,0.0102443,0.592857,0.0636655,-0.403509,0.2,0.0611111,0.00778421,0.062037,0.00104504,0.687747,0.0109382,0.165432,0.333333,0.148889,0.00573333,0.175,0.0285714,0.690476,0.521398,0.301123,0.00932465,0.97895,0.491228,0.982068,0.000668374,0.972337,0.0387275,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",5415,10,25.196,14.8572,2,8.90891,2.63631,-0.0195265,3.55515
0.222222,0.00740741,0.269444,0.00679784,0,0,-0.358025,0.2,0.219444,0.050841,0.275556,0.0183901,0.379284,0.00612256,0.306173,0.666667,0.275556,0.0317235,0,0,0.0190476,0.390537,0.281527,0.0207427,0.165479,0.37037,0.995868,1.70753e-05,0.943396,0.0566038,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5416,10,-66.1271,-3.92138,1,17.8572,-6.10542,-1.73282,-1.83799
0.688889,0.014321,0.715873,0.00175135,0.666429,0.00704359,-0.298106,0.2,0.0388889,0.000561343,0.0422939,6.73341e-05,0.768971,0.00476553,0.145679,0.222222,0.131111,0.00429136,0.3,0.0428571,1.21429,0.564632,0.312999,0.00203187,3.57996,0.432702,0.984098,0.00110613,0.992095,0.0110672,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",5417,10,69.6005,22.1399,8,14.0171,5.66868,0.506074,-0.731873
0.222222,0.00493827,0.240741,0.000548697,0,0,0.166667,0.2,0.208333,0.0506559,0.266667,0.0164938,0.390693,0.00658922,0.296296,0.555556,0.266667,0.025679,0,0,0.00952381,0.397192,0.291924,0.0147802,0.208712,1.11111,1.3782,0.292364,0.98,0.08,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",5418,10,-67.2362,-18.9055,6,23.2093,-6.20481,0.176411,-3.68616
0.311111,0.0118519,0.357037,0.00271111,0.143333,0.0915667,-0.196581,0.3,0.119444,0.0168544,0.139683,0.00205257,0.521504,0.00615738,0.217284,0.333333,0.195556,0.0106469,0.00833333,0,0.0809524,0.434644,0.3,0.0100001,0.76003,0.65812,1.03438,0.00979492,0.971223,0.0791367,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",5419,10,-28.7536,29.7109,9,9.97478,-1.61366,1.26015,-0.500071
0.222222,0.0148148,0.315741,0.00535751,0.15,0.0913889,-0.403509,0.3,0.197222,0.0616435,0.257778,0.018884,0.405903,0.00776696,0.28642,0.555556,0.257778,0.023921,0.00833333,0,0.0333333,0.35825,0.273455,0.0252224,0.206605,1.14035,0.911749,0.00662925,0.863014,0.178082,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",5420,10,-49.4746,-16.0443,6,5.22964,-6.97337,-1.95718,-0.226611
0.422222,0.0217284,0.488519,0.00279753,0.466667,0.0606667,-0.338028,0.2,0.0888889,0.00879287,0.0900585,0.00150668,0.597776,0.00717199,0.190123,0.333333,0.171111,0.00849877,0.075,0,0.252381,0.505175,0.300133,0.00992018,0.812743,0.749296,0.96676,0.00278332,0.965812,0.039886,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",5421,10,15.0289,-11.2459,0,14.9066,0.670651,0.852462,0.450268
0.422222,0.0365432,0.558201,0.013435,0.475238,0.0940898,-0.501,0.2,0.0777778,0.0131121,0.0853801,0.00131178,0.630739,0.00930232,0.180247,0.333333,0.162222,0.00652346,0.075,0.0047619,0.361905,0.464319,0.299873,0.0100759,0.942932,0.418,0.933921,0.0138229,0.958763,0.056701,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",5422,10,7.16026,13.0168,2,12.9938,0.832751,-0.284607,3.33835
0.555556,0.0148148,0.586772,0.00111174,0.505714,0.0116907,-0.155462,0.2,0.0555556,0.00101702,0.0577778,0.000147599,0.697313,0.0035662,0.160494,0.222222,0.144444,0.00506173,0.15,0.0142857,0.590476,0.556999,0.30981,0.00401778,2.68217,0.385154,1.02349,0.00541608,0.99562,0.0160584,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",5423,10,55.7424,-6.00604,7,18.657,3.76778,1.37737,-1.06631
0.444444,0.0296296,0.533704,0.00491687,0.463333,0.0756556,-0.352201,0.3,0.0777778,0.00712791,0.0811111,0.00125501,0.630565,0.00804145,0.180247,0.333333,0.162222,0.00701728,0.0833333,0.0047619,0.347619,0.495044,0.298877,0.0106726,0.899569,0.471698,1.01271,0.0148932,0.976303,0.035545,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",5424,10,1.96139,32.5351,5,13.0693,0.997233,0.754173,1.67992
0.377778,0.0301235,0.472593,0.006493,0.283333,0.0391667,-0.182004,0.2,0.102778,0.0108252,0.10719,0.00219393,0.569488,0.0110067,0.202469,0.444444,0.182222,0.0102519,0.0583333,0,0.22381,0.441151,0.288414,0.0168176,0.738378,0.556237,1.01691,0.000629256,0.979239,0.0553633,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",5425,10,5.42239,3.8224,2,14.5047,-0.700655,0.324111,1.87438
0.311111,0.0316049,0.447222,0.00871142,0.26,0.0895111,-0.329114,0.3,0.119444,0.0202195,0.139683,0.0021388,0.533533,0.0123084,0.217284,0.444444,0.195556,0.0111407,0.0333333,0,0.157143,0.425387,0.283768,0.0194755,0.658508,0.620253,0.990833,0.000752836,0.95288,0.109948,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",5426,10,-16.2274,15.9612,9,10.8962,-2.28207,-0.236844,2.88101
0.222222,0.017284,0.337963,0.0097608,0,0,-0.456954,0.3,0.177778,0.0437809,0.242222,0.00419259,0.431674,0.00843475,0.269136,0.555556,0.242222,0.0196,0,0,0.0428571,0.352751,0.282852,0.0199945,0.308874,0.993377,0.990228,0.0110515,0.868421,0.197368,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5427,10,-71.1435,12.9909,1,11.0099,-5.63164,-1.10521,0.252963
0.222222,0.0123457,0.313889,0.00741512,0.233333,0.156667,-0.619048,0.3,0.205556,0.0714815,0.264444,0.0244395,0.393514,0.00682412,0.293827,0.555556,0.264444,0.0251309,0.00833333,0,0.0285714,0.360703,0.29396,0.0135877,0.179982,0.666667,0.819848,0.0539802,0.888889,0.111111,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",5428,10,-54.1002,-20.944,6,11.1971,-6.39883,-2.6742,-0.308572
0.533333,0.0167901,0.573836,0.00304049,0.468095,0.0181771,-0.300493,0.2,0.0583333,0.00236797,0.0611111,0.000201532,0.687423,0.00405646,0.162963,0.222222,0.146667,0.00515556,0.125,0.0047619,0.533333,0.530353,0.309377,0.00428571,2.42873,0.413793,0.971209,0.00767956,0.983871,0.0225806,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",5429,10,50.2706,-6.82989,7,13.3697,3.18958,0.988696,-0.556437
0.222222,0.0123457,0.282407,0.0028678,0,0,-0.142857,0.4,0.188889,0.043642,0.251111,0.00494321,0.417984,0.00871055,0.279012,0.555556,0.251111,0.0211407,0,0,0.0285714,0.383543,0.28197,0.0204932,0.326255,0.761905,1.00963,0.00221163,0.953125,0.125,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",5430,10,-65.5313,15.9249,1,6.18713,-5.47132,-0.154839,-0.959879
0.533333,0.0266667,0.591005,0.00142215,0.650952,0.0237145,-0.135802,0.2,0.0638889,0.00328567,0.062963,0.000451337,0.674471,0.00830745,0.167901,0.333333,0.151111,0.00630123,0.166667,0.0238095,0.590476,0.537604,0.303777,0.00771958,1.6825,0.54321,1.02402,0.00266795,0.986466,0.0330827,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]",5431,10,34.7831,5.36982,2,15.8035,2.9943,0.975751,0.754607
0.422222,0.0192593,0.483704,0.00413224,0.453333,0.0778222,-0.325581,0.3,0.0805556,0.0058552,0.0865497,0.000610513,0.618283,0.00612785,0.182716,0.333333,0.164444,0.0070321,0.0666667,0,0.257143,0.502707,0.304568,0.00723837,1.47919,0.662791,1.03532,0.0122075,0.961877,0.0527859,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",5432,10,-6.17006,48.202,5,4.58239,0.815143,1.16411,0.336637
0.377778,0.0251852,0.468519,0.00585048,0.286667,0.0829333,-0.333333,0.2,0.0944444,0.0116821,0.103268,0.00152769,0.583138,0.00793328,0.195062,0.333333,0.175556,0.00843951,0.0416667,0,0.209524,0.436415,0.295842,0.0124778,0.807124,0.466667,1.0249,0.00199213,0.977612,0.0522388,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",5433,10,6.30001,-4.40825,0,13.7397,-0.161431,0.618999,1.40908
0.711111,0.0128395,0.7325,0.000663223,0.703571,0.00382455,-0.180812,0.2,0.0361111,0.000368699,0.0402778,5.50669e-05,0.782098,0.00506516,0.14321,0.222222,0.128889,0.0041284,0.341667,0.0333333,1.34286,0.591448,0.313304,0.00184029,3.90955,0.354244,1.01399,0.00100853,0.996369,0.0087146,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",5434,10,61.4161,26.542,8,7.13132,6.05408,0.457564,-1.00559
0.533333,0.0365432,0.62545,0.00631833,0.770476,0.0431238,-0.331671,0.2,0.0638889,0.00510031,0.062963,0.000435528,0.679412,0.01204,0.167901,0.333333,0.151111,0.00630123,0.183333,0.0333333,0.680952,0.52575,0.304054,0.00755134,1.69667,0.359102,1.0106,0.000866505,0.984127,0.034632,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",5435,10,37.4709,13.7731,2,19.0538,3.21784,0.102643,2.95538
0.488889,0.0301235,0.568148,0.00354307,0.686667,0.0480444,-0.301479,0.2,0.0722222,0.00417332,0.0717172,0.0005259,0.648593,0.00869471,0.175309,0.333333,0.157778,0.00695802,0.133333,0.0142857,0.471429,0.514127,0.302226,0.00865965,1.44625,0.575654,0.983546,0.000288792,0.970588,0.0422794,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5436,10,28.3687,3.90495,2,10.1013,2.20733,0.575084,1.50614
0.222222,0.0123457,0.293519,0.00607082,0.15,0.0913889,-0.238095,0.2,0.211111,0.0620679,0.268889,0.021279,0.389827,0.0071487,0.298765,0.666667,0.268889,0.0276988,0.00833333,0,0.0285714,0.368334,0.266071,0.0292065,0.17885,0.952381,1.01443,0.00330245,0.923077,0.153846,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",5437,10,-50.8995,-14.4192,6,6.73804,-7.39463,-1.97161,-0.648652
0.444444,0.0197531,0.491111,0.00247037,0.433333,0.0586667,-0.0465116,0.2,0.0777778,0.00351638,0.0811111,0.00080096,0.626169,0.00594395,0.180247,0.333333,0.162222,0.00701728,0.0833333,0.0047619,0.3,0.496963,0.298793,0.010723,1.42502,0.813953,1.05912,0.018899,0.979695,0.0532995,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",5438,10,19.3361,-17.2733,0,17.9572,1.02915,1.51409,-0.159653
0.444444,0.0123457,0.475185,0.00413731,0.433333,0.0308889,-0.103448,0.2,0.075,0.00239969,0.08,0.000713855,0.629052,0.00276601,0.177778,0.333333,0.16,0.00649877,0.0833333,0.00952381,0.266667,0.527997,0.299662,0.0102028,1.57314,0.597701,1.04796,0.0144488,0.988981,0.0358127,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",5439,10,28.2035,-16.5925,7,10.8768,1.51705,1.62291,-1.12538
0.222222,0.00246914,0.233333,0.00111111,0,0,-0.0526316,0.3,0.244444,0.0353086,0.295556,0.0153383,0.352295,0.0046825,0.328395,0.777778,0.295556,0.0393136,0,0,0.0047619,0.40895,0.291166,0.0152223,0.154239,0.526316,1,3.08149e-32,1,0.0227273,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",5440,10,-75.7299,3.67676,1,18.1191,-6.3506,-0.508026,-3.81808
